id,name,county,state_code,state,zip_codes,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
6888,Tama,Tama County,IA,Iowa,52339,City,41.96666,-92.57686,641,2830,1068,47672,8440177,383923,America/Chicago
6889,Templeton,Carroll County,IA,Iowa,51463,City,41.91832,-94.94277,712,345,160,46563,1106765,0,America/Chicago
6890,Tennant,Shelby County,IA,Iowa,51570,City,41.5936,-95.44111,712,66,17,25625,1841699,0,America/Chicago
6891,Terril,Dickinson County,IA,Iowa,51364,City,43.30579,-94.97166,712,363,162,32083,1412923,0,America/Chicago
6892,Thayer,Union County,IA,Iowa,50254,City,41.02805,-94.05078,641,59,44,48125,239726,0,America/Chicago
6893,Thompson,Winnebago County,IA,Iowa,50478,City,43.37134,-93.77356,641,488,259,40313,2272042,0,America/Chicago
6894,Thor,Humboldt County,IA,Iowa,50591,City,42.68803,-94.0494,515,183,77,40750,2584007,0,America/Chicago
6895,Thornburg,Keokuk County,IA,Iowa,50255,City,41.45473,-92.33574,641,61,22,53750,509586,0,America/Chicago
6896,Thornton,Cerro Gordo County,IA,Iowa,50479,City,42.94469,-93.38465,641,410,184,41000,3228769,0,America/Chicago
6897,Thurman,Fremont County,IA,Iowa,51654,City,40.82,-95.74778,712,217,76,48333,1440574,0,America/Chicago
6898,Tiffin,Johnson County,IA,Iowa,52340,City,41.70585,-91.66295,319,2444,849,51484,10702755,20868,America/Chicago
6899,Tingley,Ringgold County,IA,Iowa,50863,City,40.85277,-94.19523,641,181,81,53125,1750542,5413,America/Chicago
6900,Tipton,Cedar County,IA,Iowa,52772,City,41.76974,-91.12794,563,3202,1408,47200,5415222,0,America/Chicago
6901,Titonka,Kossuth County,IA,Iowa,50480,City,43.23691,-94.04134,515,459,216,35625,726375,0,America/Chicago
6902,Toeterville,Mitchell County,IA,Iowa,50472,CDP,43.44219,-92.89047,641,25,18,22857,2312831,0,America/Chicago
6903,Toledo,Tama County,IA,Iowa,52342,City,41.99555,-92.57686,641,2250,876,38017,5955274,0,America/Chicago
6904,Toronto,Clinton County,IA,Iowa,52777,City,41.90502,-90.86403,563,121,61,48750,482622,0,America/Chicago
6905,Traer,Tama County,IA,Iowa,50675,City,42.1936,-92.46547,319,1665,729,49792,3064287,0,America/Chicago
6906,Treynor,Pottawattamie County,IA,Iowa,51575,City,41.2325,-95.61306,712,940,408,69643,1501129,0,America/Chicago
6907,Tripoli,Bremer County,IA,Iowa,50676,City,42.80804,-92.25823,319,1332,542,48182,3650129,0,America/Chicago
6908,Truesdale,Buena Vista County,IA,Iowa,50588,City,42.72915,-95.18277,712,82,67,37969,377840,0,America/Chicago
6909,Truro,Madison County,IA,Iowa,50257,City,41.20972,-93.84661,641,477,163,54750,2523886,0,America/Chicago
6910,Turin,Monona County,IA,Iowa,51040,City,42.01943,-95.9664,712,66,34,35000,230264,0,America/Chicago
6911,Twin Lakes,Calhoun County,IA,Iowa,50563,CDP,42.4847,-94.63589,712,310,170,108214,3554578,3891269,America/Chicago
6912,Udell,Appanoose County,IA,Iowa,52593,City,40.78085,-92.74214,641,47,17,29375,825068,0,America/Chicago
6913,Underwood,Pottawattamie County,IA,Iowa,51576,City,41.38694,-95.67667,712,938,317,75114,2842033,65068,America/Chicago
6914,Union,Hardin County,IA,Iowa,50258,City,42.24554,-93.06465,641,387,196,46071,1423361,0,America/Chicago
6915,Unionville,Appanoose County,IA,Iowa,52594,City,40.81835,-92.69547,641,101,38,41250,1929361,0,America/Chicago
6916,University Heights,Johnson County,IA,Iowa,52246,City,41.65502,-91.55684,319,1125,488,55000,694931,0,America/Chicago
6917,University Park,Mahaska County,IA,Iowa,52595,City,41.28695,-92.61853,641,484,208,42500,2002007,0,America/Chicago
6918,Urbana,Benton County,IA,Iowa,52345,City,42.22416,-91.87434,319,1452,543,69408,5715255,565,America/Chicago
6919,Urbandale,Dallas County/Polk County,IA,Iowa,"50322, 50323, 50398",City,41.63679,-93.77983,515,43150,16054,81990,58164701,59113,America/Chicago
6920,Ute,Monona County,IA,Iowa,51060,City,42.05027,-95.70639,712,355,185,32292,1020456,0,America/Chicago
6921,Vail,Crawford County,IA,Iowa,51465,City,42.06193,-95.19999,712,430,168,41042,1478914,0,America/Chicago
6922,Valeria,Jasper County,IA,Iowa,50054,City,41.72999,-93.32521,515,57,29,47159,129337,0,America/Chicago
6923,Van Horne,Benton County,IA,Iowa,52346,City,42.00861,-92.09102,319,667,294,54250,1780836,0,America/Chicago
6924,Van Meter,Dallas County,IA,Iowa,50261,City,41.53193,-93.95412,515,1133,426,77083,5155499,55049,America/Chicago
6925,Van Wert,Decatur County,IA,Iowa,50262,City,40.86972,-93.793,641,215,96,34688,855418,12230,America/Chicago
6926,Varina,Pocahontas County,IA,Iowa,50593,City,42.65803,-94.89776,712,70,29,24375,701175,0,America/Chicago
6927,Ventura,Cerro Gordo County,IA,Iowa,50482,City,43.12635,-93.47771,641,721,363,65792,4595586,1712714,America/Chicago
6928,Victor,Poweshiek County/Iowa County,IA,Iowa,52347,City,41.73074,-92.29474,319,889,462,43281,1255187,0,America/Chicago
6929,Villisca,Montgomery County,IA,Iowa,50864,City,40.92971,-94.97609,712,1211,549,29830,4929899,0,America/Chicago
6930,Vincent,Webster County,IA,Iowa,50594,City,42.59191,-94.02023,515,168,58,53750,659352,0,America/Chicago
6931,Vining,Tama County,IA,Iowa,52348,City,41.98999,-92.37991,641,49,21,71875,1485921,0,America/Chicago
6932,Vinton,Benton County,IA,Iowa,52349,City,42.16861,-92.02351,319,5159,2008,50351,12267986,227413,America/Chicago
6933,Volga,Clayton County,IA,Iowa,52077,City,42.80471,-91.54098,563,206,93,36875,2027420,0,America/Chicago
6934,Wadena,Fayette County,IA,Iowa,52169,City,42.84276,-91.65682,563,254,115,41607,1913455,0,America/Chicago
6935,Wahpeton,Dickinson County,IA,Iowa,51351,City,43.36608,-95.17194,712,343,213,77083,3134474,66522,America/Chicago
6936,Walcott,Scott County/Muscatine County,IA,Iowa,52773,City,41.58732,-90.78052,563,1630,654,55625,8067470,62620,America/Chicago
6937,Walford,Benton County/Linn County,IA,Iowa,52351,City,41.87966,-91.83052,319,1459,482,92105,2507811,0,America/Chicago
6938,Walker,Linn County,IA,Iowa,52352,City,42.28666,-91.78073,319,792,269,62813,1960673,25984,America/Chicago
6939,Wallingford,Emmet County,IA,Iowa,51365,City,43.31968,-94.79276,712,193,64,40833,2519344,0,America/Chicago
6940,Wall Lake,Sac County,IA,Iowa,51466,City,42.2711,-95.09305,712,803,321,47813,3190174,0,America/Chicago
6941,Walnut,Pottawattamie County,IA,Iowa,51577,City,41.47749,-95.22194,712,773,323,48173,5576495,0,America/Chicago
6942,Wapello,Louisa County,IA,Iowa,52653,City,41.18142,-91.18543,319,2037,726,39333,3352626,124379,America/Chicago
6943,Washburn,Black Hawk County,IA,Iowa,50702,CDP,42.41166,-92.26741,319,941,391,54219,3201939,27902,America/Chicago
6944,Washington,Washington County,IA,Iowa,52353,City,41.29918,-91.69294,319,7349,3140,47790,13581359,6154,America/Chicago
6945,Washta,Cherokee County,IA,Iowa,51061,City,42.57554,-95.71751,712,242,102,35000,2602408,0,America/Chicago
6946,Waterloo,Black Hawk County,IA,Iowa,"50701, 50702, 50703, 50704, 50706",City,42.49276,-92.34296,319,68364,28798,40498,158996784,4757877,America/Chicago
6947,Waterville,Allamakee County,IA,Iowa,52170,City,43.20776,-91.29763,563,141,66,40000,1112299,0,America/Chicago
6948,Watkins,Benton County,IA,Iowa,52354,CDP,41.89111,-91.98629,319,140,40,70455,1072248,0,America/Chicago
6949,Waucoma,Fayette County,IA,Iowa,52171,City,43.05609,-92.03323,563,259,131,33958,1219559,0,America/Chicago
6950,Waukee,Dallas County,IA,Iowa,50263,City,41.61166,-93.88523,515,17705,5481,79013,34237023,37645,America/Chicago
6951,Waukon,Allamakee County,IA,Iowa,52172,City,43.26942,-91.4757,563,3795,1743,40184,7704928,0,America/Chicago
6952,Waverly,Bremer County,IA,Iowa,50677,City,42.72581,-92.47546,319,10106,3476,62172,29169750,1298130,America/Chicago
6953,Wayland,Henry County,IA,Iowa,52654,City,41.14724,-91.66072,319,977,424,44531,2612843,0,America/Chicago
6954,Webb,Clay County,IA,Iowa,51366,City,42.94858,-95.01193,712,139,69,41250,1303512,0,America/Chicago
6955,Webster,Keokuk County,IA,Iowa,52355,City,41.43834,-92.16907,319,73,40,48750,837004,0,America/Chicago
6956,Webster City,Hamilton County,IA,Iowa,50595,City,42.46942,-93.81605,515,7788,3430,38469,22958112,38463,America/Chicago
6957,Weldon,Decatur County,IA,Iowa,50264,City,40.8975,-93.73494,641,120,62,37500,469807,0,America/Chicago
6958,Wellman,Washington County,IA,Iowa,52356,City,41.46418,-91.83823,319,1426,559,51450,2749292,0,America/Chicago
6959,Wellsburg,Grundy County,IA,Iowa,50680,City,42.45915,-92.93853,641,696,394,41739,2828021,0,America/Chicago
6960,Welton,Clinton County,IA,Iowa,52774,City,41.90808,-90.59541,563,161,58,59583,710888,0,America/Chicago
6961,Wesley,Kossuth County,IA,Iowa,50483,City,43.0883,-93.99023,515,382,173,52917,1491684,0,America/Chicago
6962,West Amana,Iowa County,IA,Iowa,52203,CDP,41.80806,-91.96379,319,156,72,81019,705067,0,America/Chicago
6963,West Bend,Kossuth County/Palo Alto County,IA,Iowa,50597,City,42.95994,-94.44568,515,762,365,43295,2292793,0,America/Chicago
6964,West Branch,Cedar County/Johnson County,IA,Iowa,52358,City,41.66276,-91.34066,319,2349,1109,60231,8265076,0,America/Chicago
6965,West Burlington,Des Moines County,IA,Iowa,52655,City,40.82504,-91.15654,319,3051,1379,38484,12826945,0,America/Chicago
6966,West Chester,Washington County,IA,Iowa,52359,City,41.3389,-91.81767,319,148,50,32500,655956,0,America/Chicago
6967,West Des Moines,Madison County/Warren County/Dallas County/Polk County,IA,Iowa,"50265, 50266",City,41.54994,-93.78135,515,63325,24448,71940,120108597,2807799,America/Chicago
6968,Westfield,Plymouth County,IA,Iowa,51062,City,42.75555,-96.60587,712,130,63,43750,331198,0,America/Chicago
6969,Westgate,Fayette County,IA,Iowa,50681,City,42.76998,-91.99628,563,205,92,50313,920051,0,America/Chicago
6970,West Liberty,Muscatine County,IA,Iowa,52776,City,41.57002,-91.26377,319,3733,1069,50565,4492702,525,America/Chicago
6971,West Okoboji,Dickinson County,IA,Iowa,51351,City,43.3533,-95.1625,712,293,159,53250,3313645,317159,America/Chicago
6972,Weston,Pottawattamie County,IA,Iowa,51576,CDP,41.34083,-95.74112,712,153,40,97955,1060550,0,America/Chicago
6973,Westphalia,Shelby County,IA,Iowa,51530,City,41.71971,-95.39472,712,126,42,48750,247308,0,America/Chicago
6974,West Point,Lee County,IA,Iowa,52656,City,40.7167,-91.45015,319,960,451,47614,1575241,0,America/Chicago
6975,Westside,Crawford County,IA,Iowa,51467,City,42.05915,-95.09805,712,302,156,47500,3811183,0,America/Chicago
6976,West Union,Fayette County,IA,Iowa,52175,City,42.96276,-91.80822,563,2433,1126,49015,7190468,0,America/Chicago
6977,Westwood,Henry County,IA,Iowa,52641,City,40.96558,-91.62377,319,113,46,81250,394518,7051,America/Chicago
6978,What Cheer,Keokuk County,IA,Iowa,50268,City,41.4014,-92.35463,641,627,263,26359,3168721,45166,America/Chicago
6979,Wheatland,Clinton County,IA,Iowa,52777,City,41.83169,-90.8382,563,740,265,40313,1566766,0,America/Chicago
6980,Whiting,Monona County,IA,Iowa,51063,City,42.12749,-96.14946,712,746,293,40156,2598159,0,America/Chicago
6981,Whittemore,Kossuth County,IA,Iowa,50598,City,43.06191,-94.42692,515,492,234,43333,1088793,0,America/Chicago
6982,Whitten,Hardin County,IA,Iowa,50258,City,42.26082,-93.00548,641,148,42,26875,1397728,6498,America/Chicago
6983,Willey,Carroll County,IA,Iowa,51401,City,41.97915,-94.82221,712,101,24,37083,643172,0,America/Chicago
6984,Williams,Hamilton County,IA,Iowa,50271,City,42.48831,-93.54493,515,333,227,36467,2254857,0,America/Chicago
6985,Williamsburg,Iowa County,IA,Iowa,52361,City,41.66112,-92.00907,319,3175,1234,49830,9682649,21499,America/Chicago
6986,Williamson,Lucas County,IA,Iowa,50272,City,41.08778,-93.25493,641,150,67,46250,832499,0,America/Chicago
6987,Wilton,Cedar County/Muscatine County,IA,Iowa,52778,City,41.58911,-91.02548,563,2795,1205,58935,5269398,7155,America/Chicago
6988,Windsor Heights,Polk County,IA,Iowa,50324,City,41.59777,-93.70828,515,4875,2109,55701,3669199,0,America/Chicago
6989,Winfield,Henry County,IA,Iowa,52659,City,41.12308,-91.44127,319,1149,336,40714,2718290,0,America/Chicago
6990,Winterset,Madison County,IA,Iowa,50273,City,41.33082,-94.01384,515,5141,2064,41454,11851427,360471,America/Chicago
6991,Winthrop,Buchanan County,IA,Iowa,50682,City,42.47332,-91.73433,319,851,397,52917,2183250,0,America/Chicago
6992,Wiota,Cass County,IA,Iowa,50274,City,41.40027,-94.88693,712,112,57,34063,821803,0,America/Chicago
6993,Woden,Hancock County,IA,Iowa,50484,City,43.23302,-93.90912,641,223,117,36250,1095168,0,America/Chicago
6994,Woodbine,Harrison County,IA,Iowa,51579,City,41.73832,-95.70278,712,1424,768,40278,3311509,130445,America/Chicago
6995,Woodburn,Clarke County,IA,Iowa,50275,City,41.01194,-93.5991,641,199,96,35833,1647838,0,America/Chicago
6996,Woodward,Dallas County/Boone County,IA,Iowa,50276,City,41.85229,-93.9208,515,1512,479,53490,9358989,0,America/Chicago
6997,Woolstock,Wright County,IA,Iowa,50599,City,42.56664,-93.84383,515,164,98,36071,2745547,0,America/Chicago
6998,Worthington,Dubuque County,IA,Iowa,52078,City,42.39639,-91.11986,563,411,164,54167,1137661,0,America/Chicago
6999,Wyoming,Jones County,IA,Iowa,52362,City,42.05918,-91.00737,563,514,209,42750,1321604,0,America/Chicago
7000,Yale,Guthrie County,IA,Iowa,50277,City,41.77665,-94.35802,641,245,135,41406,707519,0,America/Chicago
7001,Yetter,Calhoun County,IA,Iowa,51433,City,42.31609,-94.8461,712,33,10,15000,325752,0,America/Chicago
7002,Yorktown,Page County,IA,Iowa,51656,City,40.73333,-95.15693,712,83,28,62917,704488,0,America/Chicago
7003,Zearing,Story County,IA,Iowa,50278,City,42.1611,-93.29715,641,536,244,47500,1938971,0,America/Chicago
7004,Zwingle,Dubuque County/Jackson County,IA,Iowa,52079,City,42.29717,-90.68745,563,89,56,40500,425010,0,America/Chicago
